Date,AAPL,XOM,PTR,MSFT,GE,GOOGL,AMZN,CSCO,BRK-A,FB,BABA,JNJ,WFC,IDCBF,NVS,RHHVF,WMT,IBM,NSRGF,CVX,RDS-B,CHL,PBR,BHP,CICHF,T,PG,C,TM,BAC,OGZPY,BP,HSBC,PFE
2006-09-01,58.33,404.85,0,257.62,352.44,115.12,13.31,134.93,148.04,0,0,189.31,117.25,0,134.57,0,189.48,123.89,0,142.5,99.13,134.44,99.45,120.46,0,122.78,196.57,244.08,175.83,233.81,268.53,223.8,240.04,203.87
2006-09-05,60.97,407.11,0,255.33,350.68,116.87,13.5,133.84,148.66,0,0,188.11,117.28,0,133.89,0,189.98,123.04,0,145.81,99.3,135.2,99.22,123.14,0,123.17,195.46,244.33,176.9,234.21,265.66,225.77,240.25,202.99
2006-09-06,59.73,399.38,0,255.33,350.48,115.59,12.9,131.42,148.12,0,0,186.97,117.99,0,132.22,0,189.27,122.17,0,143.35,97.28,130.4,94.74,118.34,0,122.58,195.08,242.9,173.99,233.76,265.66,220.28,237.12,202.12
2006-09-07,62.1,402.41,0,253.54,351.41,115.09,12.46,130.51,148.03,0,0,185.62,116.74,0,131,0,189.86,120.83,0,143.75,96.26,129.76,94.21,116.28,0,121.5,195.36,240.03,172.07,233.13,261.35,216.43,235.35,200.15
2006-09-08,61.86,397.18,0,255.23,351.1,114.89,12.78,131.78,148.2,0,0,186,117.79,0,131.8,0,194.78,122.75,0,141.15,95.05,131.94,91.85,113.68,0,121.77,194.12,240.87,172.4,233.81,261.35,216.62,235.48,201.17
2006-09-11,61.84,386.07,0,258.32,355.43,116.79,12.9,133.06,148.35,0,0,187.32,117.99,0,133.12,0,197.99,123.16,0,136.28,93.58,129.13,87.57,106.79,0,122.74,196.6,241.86,169.64,231.63,257.04,213.56,234.96,203.29
2006-09-12,61.95,384.64,0,258.52,357.91,119.16,13.29,137.24,148.8,0,0,186.7,119,0,133.91,0,200.41,125.22,0,134.93,93.57,133.85,87.36,105.41,0,123.9,196.38,242.2,171.94,233.99,257.04,214.78,237.51,205.98
2006-09-13,63.29,388.56,0,259.02,359.67,123.62,13.27,137.24,149.2,0,0,186.65,119.47,0,134.08,0,200.45,125.11,0,137.13,94.18,134.05,90.36,108.01,0,123.75,192.28,243.74,172.2,234.89,249.86,219.36,237.62,205.55
2006-09-14,63.27,384.7,0,262.51,359.05,122.84,13.26,137.54,149.43,0,0,186.41,120.01,0,134.03,0,201.66,125.51,0,136.39,93.1,132.18,87.99,106.96,0,125.26,192.95,243.69,172.87,235.03,249.86,216.72,236.98,205.62
2006-09-15,63.21,384.34,0,267.69,359.77,124.63,13.62,137.66,148.66,0,0,186.59,120.78,0,133.91,0,201.03,126.22,0,135.81,92.96,133.45,86.92,105.97,0,123.75,193.36,243.19,172.07,232.86,252.16,213.46,237.12,204.45
2006-09-18,63.03,394.15,0,267.1,359.98,126.04,13.44,138.39,147.27,0,0,187.67,120.48,0,134.62,0,200.53,125.16,0,138.14,94.03,134.56,90.38,108.4,0,122,192.09,245.17,172.46,234.35,252.16,215.73,237.75,205.33
2006-09-19,62.92,389.39,0,267.79,359.77,122.78,13.23,137.9,145.73,0,0,187.73,121.12,0,134.13,0,202.2,124.59,0,136.03,91.72,131.94,87.95,104.68,0,122.12,193.39,245.71,172.4,235.48,250.73,214.58,236.48,205.62
2006-09-20,64.2,381.13,0,270.98,361.52,120.71,13.46,140.99,146.31,0,0,187.76,122.23,0,136.14,0,203.74,126.95,0,133.81,92.01,138.97,84.57,103.86,0,124.53,195.68,246.7,173.9,237.56,250.73,213.92,239.12,207.59
2006-09-21,63.68,385.11,0,268.19,355.54,123.71,12.66,139.42,145.27,0,0,187.87,121.56,0,136.14,0,202.03,124.2,0,136.39,93.56,140.39,84.45,105.55,0,125.38,196.03,245.96,175.1,236.43,241.25,217.08,239.59,205.69
2006-09-22,62.27,385.89,0,265.8,355.12,122.78,12.92,138.63,144.48,0,0,187.08,121.25,0,137.04,0,201.32,123.59,0,136.14,92.37,141.23,84.09,103.66,0,127.79,196.25,244.73,173.45,237.29,241.25,214.58,239.33,205.33
2006-09-25,64.61,386.78,0,268.69,360.18,122.84,13.32,140.75,144.22,0,0,187.76,122.47,0,136.35,0,203.53,124.79,0,136.67,92.82,143.8,84.25,102.16,0,130.08,197.78,247.59,175.83,239.74,229.47,214.12,240.12,206.71
2006-09-26,66.2,394.92,0,271.18,365.86,123.72,13.62,142.39,145.57,0,0,189.16,122.77,0,137.08,0,205.32,125.55,0,139.77,92.71,138.77,86.7,105.47,0,129.54,198.38,248.33,175.38,242.04,236.37,214.19,239.65,207.08
2006-09-27,65.18,399.08,0,273.58,364.83,122.51,13.54,141.48,146.5,0,0,189.6,121.83,0,137.46,0,206.37,124.93,0,141.11,94.25,139.84,89.61,108.51,0,126.51,199.17,247.05,176.03,240.96,244.12,217.87,241.41,207.15
2006-09-28,65.69,401.05,0,273.18,366.27,122.71,13.34,142.27,146.81,0,0,189.83,121.62,0,138.3,0,207.66,124.78,0,141.84,93.86,140.08,91.48,108.12,0,125.73,197.68,246.85,176.87,242.23,251.01,216.56,241.91,206.35
2006-09-29,65.66,398.91,0,272.68,364.41,122.2,13.46,139.24,147.73,0,0,189.95,121.83,0,137.15,0,205.62,124.7,0,142.56,94.34,140.23,91.94,106.93,0,126.47,196.79,245.57,176.51,242.45,251.3,215.83,241.17,206.79
2006-10-02,64.02,390.78,0,268.68,365.94,122.06,12.69,139.24,147.72,0,0,189.04,121.59,0,137.59,0,201.95,123.33,0,140.63,93.67,140.75,90.82,108.32,0,124.18,196.59,243.18,179.11,240.79,248.72,216.12,241.23,204.13
2006-10-03,63.36,381.5,0,268.77,368.1,122.85,13.03,141.84,150.3,0,0,190.23,123.07,0,137.61,0,206.2,122.99,0,137.21,92.09,143.49,86.11,105.24,0,125.42,197.41,246.13,179.97,244.34,242.68,210.64,241.7,204.85
2006-10-04,64.47,388.5,0,274.37,372.12,126.4,13.46,144.99,150.65,0,0,191.19,123.54,0,137.47,0,206.58,125.18,0,138.86,93.09,147.97,88.63,103.24,0,126.07,200.71,250.74,184.18,246.18,248.43,215.03,244.28,204.27
2006-10-05,64,392.64,0,274.17,374.08,125.22,13.69,144.81,152.65,0,0,189.1,123.14,0,136.93,0,201.82,124.91,0,139.26,92.73,149.95,89.11,106.48,0,123.03,201.28,250.55,187,244.83,253.88,214.27,248.16,201.82
2006-10-06,63.48,393.81,0,273.68,372.53,127.86,13.39,145.96,151.73,0,0,188.96,122.56,0,135.97,0,201.45,125.24,0,138.78,92.14,147.14,89.37,105.89,0,122.45,199.92,250.84,185.12,243.57,249.86,213.84,246.84,201.17
2006-10-09,63.83,388.15,0,272.21,372.74,130.44,13.72,147.29,151.89,0,0,188.4,122.8,0,136.25,0,201.03,126.53,0,137.86,91.53,144.6,89.99,107.27,0,123.99,199.16,250.99,183.81,244.79,252.74,212.62,245.5,199.37
2006-10-10,63.13,391.94,0,271.92,374.18,129.73,13.41,147.42,153.26,0,0,188.66,122.36,0,135.61,0,200.61,126.82,0,139.3,92.58,145.91,90.87,109.22,0,126.26,198.74,249.71,186.4,245.33,251.04,213.31,247.89,198.72
2006-10-11,62.63,388.04,0,270.44,372.84,129.68,13.53,147.84,153.14,0,0,189.07,122.16,0,135.71,0,201.41,126.82,0,137.56,91.98,145.59,90.81,108.74,0,126.99,197.98,247.55,187.65,242.68,249.86,211.1,246.97,196.77
2006-10-12,64.37,394.57,0,277.12,373.36,129.97,13.79,148.14,153.93,0,0,188.32,122.43,0,135.61,0,201.45,127.59,0,139.56,93.13,148.76,92.82,112.33,0,129.46,197.76,246.57,189.53,243.66,250.15,215.1,249.45,199.37
2006-10-13,64.16,398.94,0,278.59,370.89,129.93,13.69,148.63,152.04,0,0,187.56,122.53,0,134.09,0,202.03,129.67,0,139.95,93.78,149.44,94.34,114.19,0,129.46,196.87,247.55,188.35,244.25,257.76,218.07,250.19,198.94
2006-10-16,64.49,407.28,0,279.38,366.56,128.24,13.4,148.99,152.5,0,0,188.58,122.09,0,135.14,0,201.45,130.62,0,141.81,95.54,150.43,95.76,118.56,0,127.11,196.62,246.42,188.07,241.19,257.04,223.23,250.69,199.44
2006-10-17,63.54,404.83,0,279.28,366.56,127.9,13.35,148.32,152.27,0,0,191.92,123.04,0,134.98,0,201.28,130.98,0,141.55,95.24,149.6,93.41,116,0,127.38,197.25,245.93,184.34,241.06,249.86,223.99,249.18,199.87
2006-10-18,63.74,403.43,0,280.07,366.56,127.5,13.28,146.51,153.31,0,0,197.93,124.15,0,135.92,0,201.57,135.3,0,140.83,93.75,150.71,92.98,116.28,0,126.92,198.33,246.62,185.02,241.64,249.86,219.99,250.19,202.61
2006-10-19,67.56,406.7,0,277.81,363.67,129.55,13.37,146.39,154.17,0,0,197.61,123.91,0,141.13,0,202.16,135.36,0,143.09,95.2,150.43,94.74,118.88,0,130.04,198.05,245.04,186.09,239.17,259.92,225.05,249.55,199.59
2006-10-20,68.38,405.65,0,279.18,365.63,139.77,13.42,148.75,154.05,0,0,199.29,123.54,0,142.38,0,205.83,136.29,0,142.31,94.7,150.75,93.9,118.14,0,132.7,198.62,245.24,187.37,240.79,254.17,224.12,249.92,199.59
2006-10-23,69.67,407.81,0,279.68,366.25,146.19,13.54,148.02,154.2,0,0,200.69,123.68,0,142.1,0,213.79,137.92,0,143.09,94.3,151.46,93.09,119.89,0,133.74,200.52,248.73,190.32,240.97,253.88,224.32,250.55,199.95
2006-10-24,69.32,407.63,0,278.01,365.11,143.92,13.85,147.48,155.13,0,0,199.67,122.94,0,141.67,0,213.87,137.82,0,145.82,95.06,153.84,95.37,118.45,0,133.81,199.25,247.99,191.65,239.94,253.02,225.78,249.92,196.56
2006-10-25,69.86,414.17,0,278.3,367.07,147.96,15.52,147.17,157.13,0,0,199.9,122.73,0,142.66,0,212,138.33,0,147.32,96.34,155.59,98.83,120.54,0,132.27,200.04,249.96,193.26,242.5,254.46,228.82,250.63,197.78
2006-10-26,70.29,417.72,0,278.69,366.87,147.5,15.78,146.57,161.45,0,0,199.88,122.87,0,142.75,0,215.75,137.89,0,147.15,98.96,161.18,98.57,121.16,0,132.54,201.22,249.76,194.54,243.31,251.3,226.27,252.32,196.7
2006-10-27,68.77,416.79,0,278.6,362.95,144.49,15.75,143.72,159.33,0,0,197.99,122.5,0,142.35,0,211.49,136.72,0,147.54,98.65,157.89,97.62,119.58,0,131.85,201.41,247.45,192.93,241.15,251.3,224.98,250.98,196.27
2006-10-30,68.78,413.17,0,280.46,362.85,144.91,15.71,144.81,161.18,0,0,196.29,122.56,0,141.86,0,206.49,137.83,0,144.73,98.61,157.33,95.55,119.27,0,130.69,202.2,246.27,192.16,242.14,237.8,221.74,250.32,196.12
2006-10-31,69.34,416.56,0,282.23,361.92,145.71,15.69,146.28,162.68,0,0,195.42,122.51,0,142.64,0,205.4,139.08,0,146.49,99.34,161.78,97.35,120.17,0,131.62,200.87,246.47,191.26,241.91,244.69,219.71,252.18,192.16
2006-11-01,67.7,414.46,0,283.22,359.75,142.99,15.47,146.09,161.63,0,0,194.78,121.5,0,142.26,0,203.61,138.28,0,146.02,97.76,162.25,95.69,120.46,0,129.74,199.76,246.13,190.53,240.61,248.43,220.04,254.38,191.37
2006-11-02,67.55,415.21,0,282.82,357.79,143.73,15.43,145.79,160.57,0,0,196.87,121.1,0,143.08,0,201.27,138.1,0,147.78,97.71,167.45,95.4,120.82,0,130.74,200.49,244.41,191.67,240.48,249.29,220.2,255.75,192.45
2006-11-03,66.96,420.81,0,282.43,358.41,144.3,15.43,144.09,161.95,0,0,196.61,121.53,0,142.85,0,198.11,137.7,0,150.22,98.25,171.3,97.55,120.34,0,129.58,200.9,243.67,190.71,239.94,249.86,220.53,255.75,191.44
2006-11-06,68.17,425.25,0,283.51,363.57,145.88,15.74,149.61,165.35,0,0,198.37,122.68,0,143.81,0,197.94,139.49,0,152.1,99.43,178.36,99.09,123.28,0,131.81,201.41,246.76,194.07,243.44,254.17,223.67,259.95,194.61
2006-11-07,68.86,423.03,0,284.59,366.35,144.54,15.97,150.58,165.04,0,0,199.21,122.85,0,143.83,0,198.61,139.71,0,150.22,99.56,173.6,98.83,123.28,0,131.81,203.15,248.04,196.47,244.38,251.3,223.05,258.68,196.77
2006-11-08,70.52,432.36,0,284.89,366.76,145.28,16.26,152.16,166.35,0,0,197.13,124.24,0,141.93,0,196.02,139.47,0,151.53,100.68,165.27,100.86,121.36,0,132.08,202.93,248.48,200.11,245.24,252.16,225.18,259.34,191.94
2006-11-09,71.28,435.16,0,287.64,363.77,144.56,16,161.92,165.35,0,0,191.79,124,0,139.18,0,193.35,139.22,0,153.03,101.06,167.53,101.2,121.3,0,128.43,202.17,248.68,198.38,244.79,253.88,223.97,257.25,186.32
2006-11-10,71.09,434.05,0,287.44,362.54,144.84,16.17,162.38,165.04,0,0,192.2,123.8,0,139.42,0,193.69,138.22,0,151.6,102.03,167.92,101.87,119.44,0,127.01,201.85,248.78,197.46,245.95,251.59,224.1,256.65,185.38
2006-11-13,72.14,434.11,0,288.52,364.49,147.13,16.47,162.02,164.03,0,0,191.18,123.19,0,136.93,0,193.06,138.69,0,153.36,100.87,168.28,98.09,115.4,0,127.05,200.42,249.07,195.93,244.56,251.87,219.81,252.39,186.68
2006-11-14,72.7,434.23,0,287.33,366.87,149.66,17.1,161.76,164.23,0,0,192.98,123.93,0,135.75,0,198.65,140.53,0,153.43,101.08,171.85,99.67,116.5,0,126.66,200.27,249.37,202.32,246.22,254.46,221.45,251.65,189.27
2006-11-15,72.48,436.27,0,286.26,368.93,150.94,17.59,161.53,165.65,0,0,192.92,122.31,0,136.84,0,198.73,140.26,0,152.49,100.74,174.95,100.34,114.84,0,124.74,200.01,247.99,200.75,244.65,251.3,221.48,250.28,191.29
2006-11-16,73.22,423.85,0,289.51,370.68,151.52,17.66,165,164.73,0,0,192.89,123.22,0,136.74,0,199.69,140.8,0,149.44,99.42,176.41,97.87,113.17,0,124.51,201.28,248.93,198.69,246.54,252.74,218.14,249.33,192.95
2006-11-17,73.42,426.24,0,289.02,373.67,152.56,17.53,163.54,164.73,0,0,194.95,122.45,0,136.91,0,197.98,141.31,0,150.64,99.82,174.55,97.94,113.51,0,127.58,202.36,249.61,199.17,246.31,246.99,217.35,249.86,196.2
2006-11-20,73.95,422.45,0,293.83,370.89,151.42,17.48,164.63,165.5,0,0,194.29,122.07,0,136.6,0,198.9,140.47,0,150.94,98.51,172.41,97.36,113.23,0,127.62,201.82,249.27,192.35,246.54,245.56,216.86,249.2,195.04
2006-11-21,75.78,428.05,0,294.13,369.03,155.88,17.52,162.75,165.65,0,0,193.1,120.79,0,136.93,0,199.27,140.21,0,153.08,99.34,171.06,100.01,113.48,0,125.86,200.46,248.68,191.64,245.73,250.44,219.42,247.93,194.35
2006-11-22,77.24,425.25,0,294.13,370.99,155.38,17.7,163.42,166.12,0,0,193.59,119.88,0,137.75,0,200.19,140.87,0,151.73,99.14,173.4,100,115.91,0,125.55,201.66,249.47,194,245.33,251.3,218.11,249.3,195.4
2006-11-24,78.37,422.16,0,292.55,367.9,154.46,17.47,162.99,165.98,0,0,190.92,120.08,0,137.96,0,199.65,140.62,0,150.07,99.13,172.8,99.26,115.01,0,125.55,201.31,247.21,192.25,245.01,254.46,217.75,248.25,193.89
2006-11-27,76.58,422.68,0,289.8,365.42,148.27,16.83,156.68,163.96,0,0,190.34,118.83,0,138.08,0,194.27,137.76,0,149.87,98.76,169.19,97.7,113.71,0,125.59,199.12,245.14,190.36,242.14,254.17,217.48,245.29,194.47
2006-11-28,78.52,432.54,0,288.92,362.85,149.72,16.86,164.15,163.03,0,0,191.27,118.53,0,135.19,0,194.69,137.61,0,152.34,99.38,164.35,99.38,113.2,0,126.12,199.85,243.52,190.36,243.71,259.92,220.53,245.61,195.04
2006-11-29,78.51,443.44,0,290.69,364.39,148.24,16.74,164.45,162.86,0,0,191.94,119.71,0,136.95,0,195.44,137.86,0,154.89,99.34,167.61,103.03,115.85,0,128.74,200.3,245,193.55,242.59,272.84,222.89,245.74,195.19
2006-11-30,78.39,447.99,0,288.62,363.67,148.28,16.62,163.42,165.19,0,0,191.1,118.97,0,137.19,0,192.15,138.46,0,157.66,99.17,167.41,103.26,116.96,0,130.31,198.97,243.67,194.59,241.82,270.83,220.7,245.72,198.22
2006-12-01,78.1,450.27,0,286.26,363.67,147.06,16.23,162.08,164.88,0,0,191.27,118.94,0,135.83,0,191.19,137.45,0,159.38,99.13,161.62,102.99,115.43,0,130.66,198.65,242.64,194.51,240.25,267.1,220.18,245.04,200.88
2006-12-04,77.93,453.59,0,288.33,364.8,148.3,16.11,165.48,165.35,0,0,192.17,119.81,0,135.26,0,192.94,140.86,0,160.23,98.48,163.84,104.83,118.11,0,131.58,200.96,245.68,196.42,236.43,267.1,219.01,246.65,179.54
2006-12-05,78.06,455.28,0,286.36,363.57,148.95,16.06,164.21,166.58,0,0,191.85,119.91,0,135.97,0,193.73,142.32,0,161.21,100.14,164.79,106.62,118.56,0,133.27,201.25,248.19,196.13,237.06,272.87,222.45,241.73,178.96
2006-12-06,76.83,445.08,0,284.99,361.92,149.48,16.02,164.51,168.11,0,0,191.44,119.91,0,135.5,0,193.98,141.78,0,160.36,99.24,163.92,105.6,117.49,0,133.66,202.17,249.52,196.61,236.61,272.84,220.31,240.15,178.82
2006-12-07,74.44,441.58,0,283.61,362.43,147.62,15.7,163.23,165.67,0,0,191.53,119.81,0,136.3,0,193.27,141.94,0,159.84,99.9,160.03,106.76,116.42,0,133.08,202.17,249.17,197.18,235.72,269.97,220.99,239.91,179.25
2006-12-08,75.49,440.35,0,289.02,363.57,148.07,15.84,163.84,165.11,0,0,191.21,119.61,0,135.5,0,193.19,141.39,0,158.77,99.71,157.61,107.72,114.7,0,134.39,202.45,254.77,197.73,231.99,270.83,222.06,238.33,181.49
2006-12-11,75.9,439.54,0,290.39,363.05,148.02,15.94,164.63,165.5,0,0,190.49,119.48,0,136.27,0,191.73,141.05,0,160.66,98.91,162.05,107.69,114.05,0,135.19,202.39,259.83,198.83,235.99,266.52,221.41,239.7,181.34
2006-12-12,73.67,444.73,0,289.31,367.38,147.36,15.84,164.45,167.81,0,0,190.14,119.31,0,137.02,0,190.27,141.78,0,160.99,98.03,160.35,106.14,112.3,0,136.96,201.85,256.74,200.36,237.11,258.19,221.25,240.62,181.49
2006-12-13,76.52,451.2,0,290.49,365.94,146.5,15.86,165.48,169.36,0,0,189.82,119.34,0,136.41,0,191.31,142.76,0,162.19,98.92,156.7,105.94,113.68,0,136.62,200.9,257.08,201.39,238.41,258.19,222.35,240.25,183.07
2006-12-14,76.09,459.19,0,295.6,373.26,147.46,16.07,165.85,169.82,0,0,192.08,120.08,0,137.75,0,193.9,143.65,0,165.61,99.25,160.94,106.85,114.89,0,137.04,200.74,260.96,203.74,238.77,258.19,220.63,241.26,184.3
2006-12-15,75.38,450.85,0,296.78,385.11,146.9,16.48,167.36,175.37,0,0,192.2,120.35,0,137.63,0,193.6,143.56,0,164.33,98.9,158.36,107.09,113.99,0,137.04,203.15,265.68,203.84,239.44,268.24,220.05,241.52,184.88
2006-12-18,73.44,440.41,0,293.83,391.71,141.55,16.17,167.67,174.99,0,0,193.1,120.72,0,137.21,0,193.27,143.77,0,159.86,97.72,162.05,105.38,111.45,0,136.31,203.31,272.41,204.39,240.84,268.24,216.39,241.31,186.25
2006-12-19,74.16,449.04,0,294.82,391.81,143.34,16.24,167.79,174.6,0,0,193.91,121.16,0,137.94,0,192.1,144.61,0,162.39,99.68,158.4,106.65,112.41,0,134.46,204.04,271.38,205.37,240.61,261.93,220.08,243.4,188.91
2006-12-20,72.83,443.74,0,295.8,393.25,141.58,16.48,166.33,171.85,0,0,192.6,121.13,0,136.93,0,191.19,144.61,0,160.56,97.43,160.19,107.81,112.66,0,134.31,204.29,271.04,207.83,240.97,261.93,216.9,240.91,188.99
2006-12-21,71.23,442.51,0,294.72,389.34,139.53,16.43,165.72,169.66,0,0,191.36,121.16,0,135.9,0,190.52,144.47,0,159.64,97.9,159.95,107.72,110.07,0,135.15,202.96,269.07,210.83,240.3,267.67,216.9,240.36,187.98
2006-12-22,70.63,439.83,0,291.37,387.28,139.34,16.58,163.54,169.2,0,0,190.34,120.99,0,135.5,0,189.81,143.48,0,158.55,96.3,161.26,107.63,109.45,0,134.42,202.17,268.04,213.81,239.58,270.54,215.67,240.17,187.26
2006-12-26,70.04,443.56,0,294.82,388.72,139.94,16.39,165.12,169.66,0,0,190.31,121.33,0,135.24,0,192.19,144.1,0,159.33,96.99,171.77,108.86,109.31,0,134.54,203.4,270.84,213.32,241.15,271.4,216.16,240.91,186.97
2006-12-27,70.05,448.87,0,295.11,389.54,143.15,16.6,165.79,169.82,0,0,191.39,121.7,0,135.59,0,192.4,146.42,0,161.41,98.48,172.76,111.51,111.79,0,136.12,204.13,277.18,217.62,241.46,271.4,218.27,242.13,188.55
2006-12-28,69.49,451.03,0,294.72,386.35,141.48,16.56,166.51,169.66,0,0,192.58,121.26,0,135.59,0,191.77,146.07,0,161.93,97.82,175.18,111.58,112.35,0,136.42,204.32,274.58,217.62,240.93,266.98,217.84,242.58,187.98
2006-12-29,72.9,446.94,0,293.54,383.56,140.84,16.25,165.97,169.65,0,0,191.42,120.05,0,134.91,0,192.48,146.34,0,160.29,98.16,171.46,112.96,112.21,0,137.38,203.66,273.69,217.7,239.76,266.52,217.52,242.16,186.75
2007-01-03,72.09,424.58,0,291.94,390.23,143.02,16.02,168.4,168.14,0,0,192.11,120.7,0,136.53,0,198.19,146.44,0,153.62,97.18,184.26,109.3,109.73,0,218.04,203.65,271.39,219.3,238.51,276.85,216.47,246.92,187.29
2007-01-04,73.69,416.61,0,291.45,387.97,147.81,16.1,172.83,167.91,0,0,194.51,120.9,0,138.5,156.99,199.15,148.01,0,152.13,95.49,177.43,106.24,106.54,0,215.24,202.1,270.45,223.31,240.03,271.11,213.62,245.06,187.93
2007-01-05,73.16,419.59,0,289.79,386.02,149.01,15.89,172.89,165.37,0,0,192.75,120.23,0,139.13,156.99,197.52,146.67,0,152.71,93.4,172.68,104.64,104.9,0,211.87,200.37,269.03,216.74,238.11,261.07,213.16,242.88,187.36
2007-01-08,73.52,416.21,0,292.63,385.92,147.91,15.52,173.86,165.83,0,0,192.43,119.89,0,136.69,156.99,195.9,148.9,0,154.66,92.48,175.32,105.3,105.38,0,210.93,200.81,270.41,217.15,239.05,262.22,210.93,241.61,186.36
2007-01-09,79.63,413,0,292.92,385.92,148.5,15.64,172.89,168.68,0,0,191.71,120.19,0,135.14,157.63,197.52,150.66,0,152.88,91.61,167.13,102.54,106.28,0,211.74,200.3,268.05,214.22,239.27,262.22,204.86,239.27,186.44
2007-01-10,83.44,406.7,0,289.99,386.02,149.71,15.38,174.17,168.9,0,0,191.39,119.82,0,135.66,157.63,197.06,148.88,0,150.24,90.81,167.57,102.15,106.82,0,212.3,202.7,265.89,209.79,239.63,262.22,201.68,238.9,186.65
2007-01-11,82.41,406.64,0,300.15,389.72,152.84,15.48,174.23,169.69,0,0,193.07,120.02,0,136.2,157.63,198.4,148.52,0,148.68,91.39,169.29,102.34,109.98,0,215.17,203.96,266.08,208.74,238.2,255.33,202.07,239.11,188.5
2007-01-12,81.39,416.27,0,305.14,389.41,154.46,15.81,175.62,169.69,0,0,192.8,119.92,0,136.64,157.63,199.98,149.56,0,152.28,93.72,170.13,103.53,111.56,0,216.67,205.1,267.11,212.16,238.73,247.87,212.08,239.99,189.78
2007-01-16,83.53,410.37,0,304.65,391.67,154.24,16.01,170.28,167.91,0,0,192.52,122.35,0,138.31,157.63,201.36,151.79,0,150.8,92.85,175.32,101.17,108.85,0,216.05,205.1,269.03,212.68,239,247.3,207.62,239.8,190.71
2007-01-17,81.68,415.12,0,304.06,390.33,152.1,15.68,163.84,167.53,0,0,193.47,122.49,0,139.79,160.22,200.9,150.58,0,153.29,93.53,175.96,101.31,108.88,0,215.17,206.24,267.16,212.5,238.46,247.3,208.63,240.09,191.56
2007-01-18,76.62,412.26,0,303.09,390.54,149.21,15.31,160.62,168.22,0,0,195.9,122.25,0,136.31,162.38,201.69,149.72,0,153.51,93.4,177.47,99.73,109.25,0,218.48,206.8,267.16,214.09,238.33,243.85,208.7,242,193.56
2007-01-19,76.13,421.25,0,304.16,379.75,149.8,15.33,162.14,168.84,0,0,196.05,121.71,0,137.49,164.75,201.36,144.79,0,156.54,94.2,181.19,103.74,112.95,0,218.79,208.54,267.7,214.49,239.67,249.59,211.68,245.11,193.92
2007-01-22,74.66,417.64,0,300.82,377.69,147.07,15.3,161.11,168.3,0,0,194.37,120.73,0,134.74,164.75,199.9,146.2,0,154.16,93.38,188.1,103.51,111.96,0,220.04,207.37,268.59,212.68,239.94,249.59,209.68,245.35,191.99
2007-01-23,73.72,426.75,0,301.02,375.64,146.52,15.08,158.13,167.6,0,0,192.4,121.61,0,136.67,163.46,199.27,146.16,0,157.06,94.87,197.56,107.69,115.63,0,220.6,207.12,267.65,214.09,238.46,249.59,213.98,246.25,187.86
2007-01-24,74.72,429.1,0,304.44,376.56,152.65,15.43,163.3,166.1,0,0,193.88,123.47,0,137.02,164.75,202.61,146.64,0,157.67,95.35,202.27,108.4,116.65,0,228.53,206.71,269.32,219.71,237.93,252.17,213.46,247.24,191.07
2007-01-25,74.34,421.2,0,298.18,373.48,149.29,15.35,159.23,165.52,0,0,192.92,121.85,0,136.81,162.48,200.69,146.8,0,154.81,93.28,190.57,105.94,113.88,0,229.52,204.85,264.9,213.47,234.35,251.03,208.83,244.24,187.79
2007-01-26,73.59,421.71,0,299.64,370.7,151.66,15.26,160.02,164.6,0,0,191.16,121.68,0,135.12,162.48,198.69,146.71,0,154.77,93.74,189.14,106.79,113.54,0,227.09,204.66,268.54,213.21,232.74,251.03,209.09,242.85,187.29
2007-01-29,74.07,419.36,0,298.96,371.94,150.63,15.5,159.17,166.91,0,0,191.39,121.41,0,135.38,162.48,198.52,148.35,0,154.83,92.66,183.9,103.92,113.23,0,227.78,204.72,265.54,213.47,230.15,251.03,206.14,243.57,185.65
2007-01-30,73.73,426.18,0,298.47,370.29,151.19,15.34,159.41,168.05,0,0,192.08,121.24,0,135.09,160.22,197.06,149.6,0,158.16,93.69,192.49,106.25,114.92,0,231.4,203.81,266.57,215.11,233.1,251.03,208.67,244.37,185.94
2007-01-31,73.89,421.88,0,302.19,370.5,153.39,15.6,161,169.76,0,0,193.27,121.36,0,135.47,161.73,197.01,149.27,0,157.75,93.42,184.3,107.79,115.71,0,234.97,204.69,270.8,213.6,235.15,248.16,205.77,244.16,186.93
2007-02-01,73.04,427.46,0,299.25,372.35,147.35,16.02,160.82,170.61,0,0,193.88,121.19,0,137.35,161.51,197.38,149.05,0,161.19,95.65,189.18,108.91,116.93,0,235.72,206.17,268.83,216.03,236.32,252.46,206.58,245.47,189.64
2007-02-02,73.04,430.08,0,295.63,372.76,147.27,15.48,164.14,168.45,0,0,192.63,121.16,0,137.51,161.51,198.62,149.3,0,160.26,93.54,188.02,109.08,116.25,0,238.03,206.17,268.49,212.77,235.87,250.74,206.22,245.97,190.92
2007-02-05,72.35,430.82,0,289.95,373.79,142.89,15.38,166.38,167.83,0,0,191.82,120.58,0,137.09,161.51,200.44,151.12,0,159.7,94.2,187.74,109.01,116.25,0,235.97,205.57,268.41,211.46,236.5,251.89,206.68,244.94,191.49
2007-02-06,72.53,429.62,0,288.97,373.17,144.21,15.84,164.99,168.3,0,0,190.95,121.29,0,138.83,161.51,200.68,150.33,0,158.81,94.18,195.64,108.14,117.75,0,234.22,203.81,269.39,216.71,237.97,251.89,204.93,245.76,191.14
